,Text,Topic,Tone of Post,In-Group,Out-group,Narrator,Intolerance,Superiority of in-group,"Hostility to out-group (e.g. verbal attacks, belittlement, instillment of fear, incitement to violence)",Polarization/Othering,Perceived Threat,Character(s),Setting,Initiating Problem,Emotional response,Solution,Appeal to Authority,Appeal to Reason,Appeal to Probability,Conspiracy Theories,Irony/Humor
150,« je suis pour le travailler plus pour gagner plus. bien sûr que le salaire des enseignants est bas mais ils doivent aussi accepter de faire plus d'heures supplémentaires et d'assurer plus de missions pour l'intérêt des élèves à travers par exemple le pacteenseignant.»,science,"0 neutral, ambiguous or unclear",Media/Journalists,Scientists/Academics,Narrator part of in-group,False,False,False,False,True,Explicit,True,False,False,True,False,True,False,False,False
151,": on reconnaît un macroniais aux humiliations qu’il accepte de subir. macron, attal humilient valérie hayer car ils la trouvent nulle. mais elle représente bien le niveau de tous ces gens, macron inclus.",nation,"-1 negative and polite, dialogue-oriented attitude",Politicians/Government,European Actors,Neutral Narrator,True,False,False,True,False,Explicit,True,False,False,False,True,False,False,False,True
152,":studio_microphone: à 18h, écoutez le ""libre journal des sciences et des techniques"", de paul deheuvels :speaking_head: ""l'astronomie"" avec pierre encrenaz, membre de l'académie des sciences, astronome émérite. :backhand_index_pointing_right:sur ou sur :satellite_antenna: fm 95.6 (paris)",science,1 positive,Media/Journalists,Scientists/Academics,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
153,la science a parlé. le gouvernement va-t-il enfin prendre son courage à deux mains pour sauver des filières stratégiques ou se coucher une nouvelle fois devant les mensonges des écolos ?,science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Environmental Movements/Parties,Narrator part of in-group,True,False,True,False,False,Implicit,False,False,False,False,True,False,False,False,False
154,":studio_microphone::red_circle:à 18h et en direct, écoutez ""libre journal des sciences et des techniques "" de paul deheuvels :speaking_head: ""climat et co2 : green deal"" :busts_in_silhouette: avec : - jacques-marie moranne, auteur - guy barbey, auteur :backhand_index_pointing_right: à écouter sur ou sur :satellite_antenna: fm 95.6 (paris) :green_book:""climat et",science,"0 neutral, ambiguous or unclear",Scientists/Academics,Environmental Movements/Parties,Neutral Narrator,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
155,":movie_camera: le piège de la notion de « consensus scientifique », par jacques-marie moranne pol&amp;eco à retrouver sur tvl :red_triangle_pointed_down:",science,"0 neutral, ambiguous or unclear",Scientists/Academics,Scientists/Academics,Unclear,True,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,True
156,"regardez comment cette élue américaine a démoli fauci hier en commission d’enquête covid devant le congrès ! (cf vidéo :right_arrow_curving_down:) elle lui a notamment rappelé le masque obligatoire pour tous les enfants « au nom de la science »… et fini par ces mots « nous devrions recommander une procédure pénale contre vous. pour crimes contre l’humanité. votre place est en prison ! » :right_arrow: à quand le même courage, la même énergie, chez les parlementaires français ?! élus le 9 juin, en ce qui nous concerne, on ne lâchera pas les responsables et les coupables ! leuropeçasuffit le9juinjevotelespatriotes",science,"-2 negative and insulting/abusive, aggressive attitude",The People,Politicians/Government,Narrator part of in-group,True,False,True,False,True,Explicit,True,True,True,True,True,True,False,True,True
157,"face aux graves dérives à sciencespo, je réclame une enquête administrative et la remise en cause des subventions publiques. bonjourchezvous",science,"-1 negative and polite, dialogue-oriented attitude",Right,Public Sector,Narrator part of in-group,False,False,False,False,False,Explicit,True,True,False,True,False,False,False,False,False
158,"deux fois par an, le conseil scientifique de la fondation se réunit pour évaluer et sélectionner les meilleurs projets de recherche à financer.:man_scientist: hier a eu lieu la session de printemps ! :sun_with_face:juan fortea, membre du conseil scientifique, vous raconte…:speech_balloon: pour en savoir plus sur le conseil scientifique, rdv par ici:right_arrow: fondationlejeune trisomie21 conseilscientifique scientificcommittee downsyndrome",science,1 positive,Media/Journalists,Scientists/Academics,Neutral Narrator,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
159,découverte fondamentale : on vient d’isoler scientifiquement 32% de déficients mentaux.,science,"-1 negative and polite, dialogue-oriented attitude",Far-Right,Immigrants/Asylum Seekers,Unclear,False,False,False,True,True,Implicit,False,False,False,False,False,False,False,False,True
160,"nita farahany, futurologue et ""contributrice à l'agenda"" du wef, explique comment les neurosciences et la psychologie modernes ont permis d'implanter de ""faux souvenirs dans le cerveau"" et la possibilité d'instiller de la douleur pour l'utiliser dans ""de nombreuses mesures…",science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Scientists/Academics,Narrator part of in-group,False,False,True,True,True,Explicit,False,True,True,False,False,True,False,False,True
161,découverte fondamentale : on vient de réussir à isoler scientifiquement 27 % de juifs déficients mentalement. la médecine est pour l’heure impuissante malheureusement.,nation,"-2 negative and insulting/abusive, aggressive attitude",Far-Right,Jewish People,Narrator part of in-group,False,True,False,False,False,Implicit,False,False,False,False,False,False,False,False,True
162,":movie_camera: [zoom] issep : nous sommes un contre sciences po ! des étudiants de l' présentent leur école. conscients de combattre le gauchisme qui s'est abattu sur les iep, ils dessinent une école entre tradition et modernité. à retrouver sur tvl :red_triangle_pointed_down:",science,"-1 negative and polite, dialogue-oriented attitude",Right,School staff,Narrator part of in-group,True,True,False,False,False,Explicit,True,False,True,False,False,False,False,False,False
163,"le plus drôle dans le discours de macron à la sorbonne ce jour est la toute fin quand il ose se déclarer en faveur de « la science libre » ! …la « science libre », vraiment ? pile au moment où son gouvernement a fait voter l’article 4 de la loi dite sur les dérives sectaires qui a justement interdit la liberté du débat scientifique et médical ! qui prévoit 1 an de prison et 30 000 euros d’amende si on s’écarte de la « science officielle » (entendez : corrompue) ! :person_facepalming: quel culot ! :right_arrow: abrogeons cet article 4 de la honte, et vive le débat scientifique, vive la science libre, la vraie, vive la liberté !",science,"-1 negative and polite, dialogue-oriented attitude",Media/Journalists,Politicians/Government,Narrator part of in-group,True,False,False,True,True,Explicit,True,True,False,True,False,True,False,False,False
164,les persécutions contre ces scientifiques éminents qui expriment une opinion « dissidente » par rapport aux dogmes officiels sont inadmissibles.,science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Politicians/Government,Unclear,False,False,False,True,True,Implicit,False,True,False,False,False,False,False,False,False
165,"dit-il, dans une fac de sciences sociales (le lieu le plus stérilement bourgeois de la jeunesse), du haut de ses 7 500 euros nets.",nation,"-1 negative and polite, dialogue-oriented attitude",The People,Far-Right,Narrator part of in-group,True,False,False,True,False,Implicit,False,False,False,False,False,True,False,False,False
166,":high_voltage:pour beaucoup, l'hydrogène est l'énergie de l'avenir. mais un rapport de l’académie des sciences vient de doucher les fantasmes des pouvoirs publics. explications.:right_arrow_curving_down:",science,"-1 negative and polite, dialogue-oriented attitude",Far-Right,Scientists/Academics,Narrator part of in-group,False,False,False,False,False,Implicit,False,False,False,False,False,True,False,False,False
167,"le défi climatique est l'un des défis majeurs de notre époque. mais il doit être relevé par la science, avec bon sens et pragmatisme, et certainement pas par l'écologie punitive comme le fait la macronie qui cède au fanatisme des verts. débatbfm",science,"-1 negative and polite, dialogue-oriented attitude",Environmental Movements/Parties,Politicians/Government,Narrator part of in-group,False,True,False,False,True,Explicit,False,True,False,True,False,True,False,False,False
168,le pr christian perronne et martine wonner relaxés ce jour face à karine lacombe qui leur cherchait des poux ! bravo ! science 1 - big pharma 0 !,science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Antivax/Science Skeptics,Narrator part of in-group,True,False,True,True,False,Explicit,True,True,True,True,False,False,False,False,False
169,"pourquoi l'europe a inventé la science moderne ? parce que la doctrine chrétienne postule l'existence d'un dieu organisateur d'un univers ordonné selon des lois qui peuvent être découvertes. newton et les savants européens qui ont inventé la science moderne au xviie siècle ont découvert les grandes lois scientifiques en cherchant des lois divines. c'est ce qu'explique rodney stark, sociologue des religions, dans son ouvrage how the west won (2014). si la chine fut à l'origine de grandes inventions, c'est en europe qu'est née la science moderne au xviième siècle. stark explique que la croyance en un dieu créateur d'un cosmos régi par des lois rationnelle est une particularité de la doctrine chrétienne (pas de dieu unique ordonnateur dans les religions chinoises par exemple). ceci a favorisé la découverte des grandes lois scientifiques par les savants européens. il fallait trouver les lois selon lesquelles dieu a organisé l'univers, ce qui a rendu la recherche scientifique possible et désirable. il montre que sur les 50 grands savants qui ont créé la science moderne à cette époque (copernic, fermat, descartes etc...), un quart était membre du clergé et la grande majorité était très pieux. newton a par exemple plus écrit sur la théologie que sur la physique. il a même calculé une date pour la parousie (le retour du christ) : 1948. l'auteur note bien sûr que l'apparition de la science moderne est multi-factorielle (redécouverte de l'héritage antique, émergence d'une bourgeoisie entreprenante en occident etc...) mais cette idée d'un dieu chrétien organisateur fut décisive. photo : passage devant notre-dame de la barge transportant la cuve du réacteur de la centrale nucléaire de civaux alors en construction (1994).",science,"-1 negative and polite, dialogue-oriented attitude",Christians,Scientists/Academics,Unclear,False,True,False,True,False,Implicit,True,True,False,False,False,False,False,False,False
170,: isaac asimov on science :writing_hand:,science,"0 neutral, ambiguous or unclear",Scientists/Academics,Scientists/Academics,Neutral Narrator,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
171,": ça dit vouloir accueillir « les scientifiques, les chercheurs » alors que ça veut juste des esclaves, parce que « sinon vous êtes dans la merde pour faire votre ménage ! » (comme l’avait dit le grand poète dupont moretti), ou pour les livraisons ubereats. negriersde2024",nation,"-3 strongly negative with overt incitement to hatred, violence or discrimination, attitude oriented at at- tacking or demeaning the target",Far-Right,Immigrants/Asylum Seekers,Narrator part of in-group,False,False,True,True,False,Implicit,True,False,False,False,False,False,False,False,False
172,,science,"0 neutral, ambiguous or unclear",Scientists/Academics,Scientists/Academics,Neutral Narrator,False,False,False,False,True,Implicit,False,False,False,False,False,True,False,False,False
173,": 5 scientifiques du climat de premier plan : “le co2 ne contrôle pas le climat, c’est politique dès le départ. un scientifique est obligé d’adhérer à l’idéologie du giec, sinon il fait une croix sur sa carrière. il y a un contrat social entre politiques, médias et scientifiques.”",science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Scientists/Academics,Neutral Narrator,False,False,False,False,True,Implicit,False,False,False,False,False,True,False,False,False
174,"le monde entier se scandalise avec les scientifiques français des coupes monumentales dans le budget de la recherche et de l’enseignement supérieur annoncées par bruno le maire le 18 février. à l’heure où nous avons un besoin urgent et crucial d’intelligence, la france se",science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Politicians/Government,Neutral Narrator,True,False,False,False,False,Explicit,True,True,True,False,True,False,False,False,False
175,":globe_showing_europe-africa:plus de 1 600 scientifiques, dont deux lauréats du prix nobel, signent la déclaration « pas d’urgence climatique » : cette déclaration rejette l’existence d’une crise climatique et insiste sur le fait que le co2 est bénéfique pour la terre,",science,"0 neutral, ambiguous or unclear",Scientists/Academics,Environmental Movements/Parties,Narrator part of out-group,True,False,False,True,False,Explicit,True,False,False,False,False,True,False,False,False
176,"l’enseignement est un art, pas une science! ma chronique du jdm.",science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Antivax/Science Skeptics,Neutral Narrator,True,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
177,la une du telegraph : il aura fallu attendre juin 2024 pour lire dans un grand journal « les vaccins covid pourraient être responsables d’une flambée de surmortalité selon des scientifiques ! » étude néerlandaise dans 47 pays ! (cf : :right_arrow: combien ont été…,science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Antivax/Science Skeptics,Narrator part of out-group,True,False,False,True,False,Explicit,False,False,False,False,False,False,False,False,False
178,": [opinion] l’enseignement est un art, pas une science! | la chronique de",science,"-1 negative and polite, dialogue-oriented attitude",Media/Journalists,Scientists/Academics,Narrator part of in-group,False,False,False,True,False,Explicit,False,True,True,False,False,False,False,False,False
179,"le climat par les chiffres : christian gérondeau dénonce l’alarmisme climatique il rappelle que le giec n’est pas un comité de scientifiques, mais un groupement intergouvernemental de représentants d’états qui présente un point de vue politique et non",science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Antivax/Science Skeptics,Neutral Narrator,True,False,False,False,True,Explicit,True,False,False,False,False,False,False,False,False
180,"transactivisme &gt; ""les risques sont importants et comprennent la stérilité, la dépendance à vie aux médicaments et l’angoisse du regret."" en l’absence de consensus scientifique, cette tribune de médecins appelle à la prudence et à l'humilité.",gender/sexuality,"0 neutral, ambiguous or unclear",Scientists/Academics,LGBTIQ+,Narrator part of in-group,False,False,False,False,False,Explicit,False,False,False,True,False,False,False,False,False
181,"« la neutralité journalistique n'existe pas. on a tous un biais idéologique conscient ou inconscient dans le choix des sujets ou des mots. c'est pareil en sciences sociales. quand vous prenez l'étude de françois jost sur , c'est une tambouille idéologique sans nom !»",nation,"-1 negative and polite, dialogue-oriented attitude",Media/Journalists,The Elite/Establishment,Narrator part of in-group,True,False,False,False,False,Explicit,True,True,False,True,False,True,False,False,False
182,réchauffementclimatique climat :sun: les médias se sont mis le doigt dans l’œil du cyclone météorologique. la météo réelle n’a pas correspondu à l’alarmisme climatique officiel répercuté à l’envi par nos médias. découvrez le bobard scientifique :right_arrow_curving_down:,science,"-1 negative and polite, dialogue-oriented attitude",Antivax/Science Skeptics,Media/Journalists,Narrator part of out-group,True,False,False,False,False,Explicit,True,False,False,False,False,True,False,False,False
183,"ça dit vouloir accueillir « les scientifiques, les chercheurs » alors que ça veut juste des esclaves, parce que « sinon vous êtes dans la merde pour faire votre ménage ! » (comme l’avait dit le grand poète dupont moretti), ou pour les livraisons ubereats. negriersde2024",nation,"-1 negative and polite, dialogue-oriented attitude",Immigrants/Asylum Seekers,Politicians/Government,Unclear,True,True,True,True,False,Implicit,False,False,True,False,False,True,False,False,False
184,activité sismique intense dans la baie de naples (2 millions d’habitants). craintes autour du réveil du « supervolcan » des champs phlégréens dont le magma est estimé à cinq kilomètres sous terre. certains scientifiques suggéraient l’évacuation il y a quelques jours (blick),nation,"0 neutral, ambiguous or unclear",Scientists/Academics,The People,Narrator part of in-group,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
185,"le iie congrès international de bioéthique jérôme lejeune a réuni à rome, la semaine dernière, 42 organisations académiques internationales et 400 experts du monde entier : médecins, scientifiques, philosophes, juristes, et bioéthiciens !:globe_showing_europe-africa: une approche croisée passionnante pour réfléchir aux défis bioéthiques actuels à la lumière de la pensée du professeur jérôme lejeune, dans le but de défendre la dignité humaine en toutes circonstances.:light_bulb: parmi les thèmes traités : l'embryon dit à 3 parents, les chimères inter-espèces, le transhumanisme, la dysphorie du genre chez les mineurs, le diagnostic prénatal, la fin de vie et les techniques de procréation artificielle.:dna: les travaux de l'institut jérôme lejeune ont également été évoqués, donnant lieu à des témoignages passionnants, comme celui de la mère d'un ancien patient du pr lejeune. les interventions seront prochainement mises en ligne sur le site du congrès !:one-thirty: congrèsinternationaldebioéthique bioéthique fondationlejeune jérômelejeune rome internationalbioethicscongress trisomie21",gender/sexuality,1 positive,Scientists/Academics,LGBTIQ+,Narrator part of in-group,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
186,"face au ministre de la santé valletoux, il faut soutenir cette professionnelle qui a dit ce qu’elle avait sur le cœur et ce qu’elle a vu ! :right_arrow_curving_down: lors du dernier colloque du conseil scientifique indépendant le 8 mai, marie-ange perulli, ex-directrice de l’agence régionale de santé (ars) en dordogne, a déclaré : « je cherchais les moyens de ne pas ouvrir de centres de vaccination covid » ! elle a ajouté avoir critiqué « les déprogrammations à l’hôpital » et a assuré que les urgences n’étaient pas « débordées » en dordogne ! que du bon sens ! (cf : :right_arrow: le ministre de la santé valletoux vient d’annoncer porter plainte contre elle ! rappelons que valletoux voulait « la vaccination obligatoire » (cf : honte totale ! notre soutien à cette professionnelle injustement attaquée est absolu !",science,"-1 negative and polite, dialogue-oriented attitude",Antivax/Science Skeptics,Politicians/Government,Narrator part of in-group,True,False,True,False,False,Explicit,False,True,False,False,False,True,False,False,False
187,":warning::syringe:nouveau scandale pour pfizer qui va tester un vaccin sur des femmes enceintes africaines sans leur consentement éclairé : opération soutenue par l'oms et la fondation bill et melinda gates, bien évidemment...:smiling_face_with_horns::smiling_face_with_horns::smiling_face_with_horns:",science,"0 neutral, ambiguous or unclear",Other,Antivax/Science Skeptics,Unclear,False,False,False,True,False,Explicit,False,False,False,False,True,False,False,True,False
188,": ""si on veut des médecins bien formés, il faut les payer, ce qui signifie que les français doivent accepter de contribuer à hau…",science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Politicians/Government,Neutral Narrator,False,False,False,True,False,Explicit,False,False,False,True,True,False,False,False,False
189,": ""pas de miracle pour . basé à carquefou, le fabricant de panneaux solaires qui compte 87 salariés pour un chiffre d’affaires de 21,5 m€, a été placé en liquidation judiciaire ce mercredi."" via",science,"-1 negative and polite, dialogue-oriented attitude",Private Sector,Media/Journalists,Narrator part of out-group,True,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,True
190,"&lt; l'article qu'il faut lire ! &gt;""par idéologie, les transactivistes étouffent la rationalité scientifique et tentent d’empêcher tout débat. et en définitive, ils sacrifient des enfants fragiles à leur cause intransigeante.""",gender/sexuality,"-1 negative and polite, dialogue-oriented attitude",Other,LGBTIQ+,Narrator part of in-group,False,False,False,False,False,Explicit,False,False,False,True,False,True,False,False,True
191,[série recherche] :man_scientist: a découvrir ! dr sergi llambrich ferré est lauréat d’une bourse de post-doctorat de la fondation jérôme lejeune à la faculté de biologie de l’université de barcelone (espagne) pour étudier les conséquences des malformations des voies aériennes supérieures…,science,"0 neutral, ambiguous or unclear",Media/Journalists,Scientists/Academics,Narrator part of in-group,False,False,False,False,False,Explicit,True,False,False,False,False,False,False,False,False
192,": l'entrisme lambertiste dans les lycées visent principalement les places de ""profs de sciences économiques et so…",science,"-1 negative and polite, dialogue-oriented attitude",Other,School staff,Narrator part of in-group,True,False,False,True,False,Explicit,False,True,False,False,False,True,False,False,False
193,"pas mal la presse française, rien qu’aujourd’hui : d’abord un article dans pour dire que la psychologie évolutionniste n’a rien de scientifique (!), que est le fondateur de la discipline (!!!!!) et que je suis son disciple (!!), puis, dans",gender/sexuality,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Media/Journalists,Narrator part of in-group,False,False,True,False,False,Explicit,False,True,True,False,False,True,False,False,True
194,exactement ! l’extrême gauche salonnarde et scienceposeuse est atterrante mais elle est par terre. tournons enfin toutes ces pages racornies... bien vu !,nation,"-2 negative and insulting/abusive, aggressive attitude",Other Ideology,Far-Left,Narrator part of in-group,True,False,True,True,True,Explicit,True,True,True,False,False,False,False,True,False
195,l’ lance une nouvelle formation accessible dès la sortie du bac : un bachelor en science politique et management de projet. bravo à l’équipe de l’issep qui continue de faire grandir cette école d’intérêt national par les temps qui courent ! :backhand_index_pointing_right:,science,1 positive,Scientists/Academics,The People,Neutral Narrator,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
196,": le ministre de la santé porte plainte contre marie-ange perulli. car l’ex directrice des ars de dordogne pendant le covid a dénoncé au csi la honteuse politique du gvt: «les urgences n’étaient pas engorgées, on nous demandait de fermer des services…» :check_mark_button:tout notre soutien à elle.",science,"0 neutral, ambiguous or unclear",Scientists/Academics,Politicians/Government,Neutral Narrator,False,False,False,True,True,Explicit,True,False,False,False,False,False,False,False,False
197,": :light_bulb:à lire sur le site du , cette tribune d’anne-marie le pourhiet, membre du conseil scientifique de notre fon…",irrelevant,"0 neutral, ambiguous or unclear",Scientists/Academics,Politicians/Government,Neutral Narrator,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
198,deux prix nobel appellent à la prudence concernant la « crise climatique ». le « consensus scientifique » des hystériques ne l’est de facto pas. la politique n’est pas une thérapie pour ceux à la recherche de sensations fortes. toutes politiques définitives d’un côté comme de…,science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Antivax/Science Skeptics,Unclear,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
199,": ""pas de miracle pour . basé à carquefou, le fabricant de panneaux solaires qui compte 87 salariés pour un chiffre d’affaires de 21,5 m€, a été placé en liquidation judiciaire ce mercredi."" via",science,"-1 negative and polite, dialogue-oriented attitude",Private Sector,Media/Journalists,Neutral Narrator,False,False,False,False,False,Implicit,False,False,False,False,False,False,False,False,True
200,"[abus de pouvoir médical sur fond de terrorisme sanitaire, suite] :police_car_light::police_car_light::police_car_light: le professeur fukushima, oncologue le plus expérimenté du japon, condamne les vaccins à arnm comme des « mauvaises pratiques scientifiques » points forts : « je suis l'oncologue médical le plus expérimenté…",science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Antivax/Science Skeptics,Unclear,True,False,True,True,False,Explicit,True,True,False,False,False,True,False,False,False
201,"frédéric valletoux (nouveau ministre délégué à la santé) tacle olivier véran sur son choix de la médecine esthétique : frédéric valletoux a déclaré que ce choix de l'imposteur véran n'était ""pas l'exemple que l'on voudrait voir suivre par trop de",science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Scientists/Academics,Unclear,False,True,False,False,False,Explicit,True,False,False,False,False,True,False,False,False
202,j’suis fou ou cette nuit j’ai lu une info comme quoi stephen hawkings convoquait des nus nains pour leur faire faire des équations sur pedo-island ? j’ai un doute,science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,The Elite/Establishment,Unclear,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
203,"après une rencontre avec les antinucléaires anti-scientifiques du réseau action climat, qui ne représentent personne, gabriel attal annonce une énième consultation inutile. on a déjà perdu assez de temps: il y a un large consensus pour soutenir résolument le nucléaire français !",nation,"-1 negative and polite, dialogue-oriented attitude",Right,Antivax/Science Skeptics,Narrator part of out-group,True,False,False,False,False,Explicit,True,False,False,False,False,True,False,False,False
204,"sans le savoir-faire des archéologues de l’inrap, sans le dévouement et l’expertise de ces ""petites mains"" de l‘histoire de france, nous n’admirerions que peu les vestiges et autres artefacts exposés dans nos musées. qu’ils en soient vivement remerciés.",science,1 positive,Scientists/Academics,Nation/Own Country,Narrator part of out-group,False,False,False,False,False,Implicit,False,False,False,False,False,False,False,False,False
205,"il faut envoyer un signal de fermeté face à ces migrations. ne vendons pas un rêve qui n'existe pas : nous n'avons plus rien à offrir en france. il est normal que nos personnes âgées, nos pauvres, soient notre première priorité !"" bourdindirect",nation,"-1 negative and polite, dialogue-oriented attitude",Immigrants/Asylum Seekers,Nation/Own Country,Narrator part of out-group,True,True,True,True,True,Explicit,True,True,True,False,True,False,False,False,False
206,": bonjour pr , en désaccord avec votre analyse, même si elle a évolué,sur les vaccins c/covid19 présentée ci-…",science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Antivax/Science Skeptics,Narrator part of in-group,True,False,False,False,True,Explicit,False,False,False,False,False,False,False,False,False
207,"j'ai regardé la séquence de tpmp hier avec le pr raoult, interpellé par géraldine maillet sur la méta-analyse qui déclare qu'il y a 17 000 morts de l'hydroxychloroquine. voici les arguments de chacun: :right_arrow:g.maillet: -mon docteur me dit que raoult raconte n'importe quoi -vous avez échoué pendant la crise sanitaire et vous avez du mal à l'avaler. -pourquoi ne pas faire de débat contradictoire avec des médecins de plateaux :right_arrow:pr raoult: -il a soigné des dizaines de milliers de gens pendant la crise -il a le taux de mortalité le plus bas dans son ihu, constaté par huissier -la méta-analyse n'a pas été faite sur des données rigoureuses: ~manque de diagnostics ~pas les bonnes doses, celles qui ont été données sont proches de la dose connue pour être fatale ~son protocole n'a pas été respecté -les études qui ont été faites pour justifier l'interdiction de l'hydrox , ont été avortées (recovery) ou frauduleuse (lancetgate par une star du porno :upside-down_face:) qui vous a convaincu sur leurs arguments ? je constate simplement que g. maillet a plus de courage pour interpeler et couper le pr raoult que son collègue moundir quand il réinvente l'histoire de france et injurie les invités. :thinking_face:",science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Scientists/Academics,Neutral Narrator,True,False,False,True,False,Explicit,True,False,False,False,False,False,False,False,True
208,cette génération a le goût de la mise en scène les réseaux sociaux donnent des envies d’héroïsme esthétique et superflu,nation,"-1 negative and polite, dialogue-oriented attitude",The People,Media/Journalists,Unclear,True,False,True,False,False,Explicit,True,False,False,False,False,False,False,False,False
209,": pedro florez a été libéré par tim ballard à l’âge de 12 ans, après 4 années aux mains de pédocriminels en colombie. il est le « simba » de sound of freedom, il a aujourd’hui 26 ans et consacre sa vie à reconstruire d’autres victimes, au sein de la fondation « tijiendo suenos ». l’occasion de mesurer à quel point ballard a été grotesquement critiqué, que ce soit par les médias dénonçant son « complotisme » supposé, ou par quelques cinglés qui voient lui un représentant d'une fumeuse « opposition contrôlée »...ballard est un juste mec extraordinairement courageux. l'interview intégrale:",gender/sexuality,"0 neutral, ambiguous or unclear",Social Movements,Media/Journalists,Neutral Narrator,True,False,False,False,False,Explicit,True,False,True,False,False,True,False,True,False
210,: pascal perrineau écarté de sciences po : «combien de professeurs devront faire les frais de l’inquisition avant qu’on ne réagisse?»,science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,The People,Narrator part of in-group,True,False,False,False,True,Explicit,True,True,True,False,False,True,False,False,False
211,: :books: l'activité éditoriale dynamique est une partie non négligeable du travail de l' . il faut saluer tou…,irrelevant,1 positive,Scientists/Academics,Media/Journalists,,False,False,False,False,False,Explicit,False,False,False,False,False,False,False,False,False
212,"l'autorisation par l' vient d'être officiellement levée concernant le vaccin astrazeneca, que veran qualifiait de ""très efficace"" et "" précieux"" : l'heure des vérités va enfin sonner aux oreilles des médicastres menteurs !",science,"-1 negative and polite, dialogue-oriented attitude",Scientists/Academics,Antivax/Science Skeptics,Narrator part of out-group,True,False,True,True,False,Explicit,True,True,False,False,False,False,False,False,True
213,": des liens entre les vaccins pfizer et la maladie de creutzfeldt-jakob ? le porte-parole du collectif , détaille un rapport d’expertise à ce sujet et annonce une manifestation ce mardi 16 janvier à paris, devant l’afp. covid19",science,"0 neutral, ambiguous or unclear",Scientists/Academics,Antivax/Science Skeptics,Narrator part of in-group,False,False,False,False,True,Explicit,False,True,False,False,False,True,False,True,True
